  ,// User name
24-5-2013,// Evaluation date
05Rprocessed,0-0-0,00:00:00:000,// Source file name and timestamp
60.000,// Measurement rate
78.617,// Data capture period
BUTTERWORTH FILTER,// Smoothing function
INTERPOLATE BAD DATA,// Data repair function
Frame #,LshX,LshY,LshZ,LebX,LebY,LebZ,LwX,LwY,LwZ,LhipX,LhipY,LhipZ,LkneeX,LkneeY,LkneeZ,LankX,LankY,LankZ,RshX,RshY,RshZ,RebX,RebY,RebZ,RwX,RwY,RwZ,RhipX,RhipY,RhipZ,RkneeX,RkneeY,RkneeZ,RankX,RankY,RankZ,
51,-0.334223,0.437762,1.261673,-0.301898,0.447654,1.015014,-0.229386,0.428038,0.783088,-0.288737,0.313257,0.866919,-0.306292,0.327471,0.499888,-0.359902,0.309763,0.052966,-0.320047,0.060023,1.267743,-0.275265,0.016412,1.026727,-0.255604,0.004597,0.787659,-0.332767,0.147711,0.869680,-0.349070,0.139061,0.474524,-0.375577,0.162299,0.055830,
52,-0.334154,0.437851,1.261704,-0.301884,0.447764,1.015039,-0.229444,0.428169,0.783087,-0.288736,0.313278,0.866918,-0.306303,0.327485,0.499888,-0.359900,0.309770,0.052964,-0.320001,0.060077,1.267767,-0.275297,0.016528,1.026725,-0.255645,0.004581,0.787671,-0.332750,0.147719,0.869689,-0.349059,0.139064,0.474534,-0.375605,0.162358,0.055858,
53,-0.334103,0.437945,1.261736,-0.301865,0.447897,1.015067,-0.229475,0.428321,0.783102,-0.288738,0.313294,0.866918,-0.306317,0.327493,0.499887,-0.359899,0.309776,0.052963,-0.319943,0.060120,1.267802,-0.275291,0.016588,1.026748,-0.255673,0.004539,0.787692,-0.332738,0.147728,0.869698,-0.349061,0.139062,0.474543,-0.375633,0.162413,0.055883,
54,-0.334068,0.438041,1.261769,-0.301843,0.448051,1.015101,-0.229473,0.428485,0.783141,-0.288741,0.313305,0.866917,-0.306334,0.327499,0.499887,-0.359901,0.309780,0.052961,-0.319875,0.060152,1.267849,-0.275250,0.016592,1.026795,-0.255683,0.004468,0.787724,-0.332729,0.147737,0.869705,-0.349075,0.139057,0.474551,-0.375642,0.162428,0.055890,
55,-0.334048,0.438136,1.261805,-0.301817,0.448222,1.015142,-0.229440,0.428661,0.783203,-0.288745,0.313312,0.866916,-0.306353,0.327504,0.499886,-0.359904,0.309782,0.052959,-0.319803,0.060177,1.267904,-0.275186,0.016559,1.026859,-0.255672,0.004368,0.787768,-0.332722,0.147747,0.869711,-0.349100,0.139049,0.474560,-0.375623,0.162385,0.055874,
56,-0.334040,0.438230,1.261848,-0.301790,0.448408,1.015190,-0.229391,0.428858,0.783281,-0.288751,0.313315,0.866914,-0.306374,0.327508,0.499886,-0.359908,0.309784,0.052957,-0.319734,0.060197,1.267967,-0.275112,0.016510,1.026935,-0.255637,0.004240,0.787824,-0.332714,0.147757,0.869717,-0.349132,0.139039,0.474567,-0.375582,0.162298,0.055839,
57,-0.334042,0.438323,1.261898,-0.301766,0.448605,1.015249,-0.229347,0.429089,0.783366,-0.288757,0.313314,0.866912,-0.306396,0.327512,0.499885,-0.359913,0.309785,0.052955,-0.319665,0.060212,1.268036,-0.275027,0.016451,1.027021,-0.255576,0.004092,0.787893,-0.332705,0.147765,0.869721,-0.349167,0.139029,0.474574,-0.375536,0.162203,0.055801,
58,-0.334048,0.438415,1.261958,-0.301744,0.448813,1.015317,-0.229324,0.429363,0.783445,-0.288765,0.313309,0.866910,-0.306420,0.327517,0.499884,-0.359919,0.309786,0.052952,-0.319587,0.060219,1.268111,-0.274915,0.016363,1.027119,-0.255493,0.003930,0.787973,-0.332694,0.147770,0.869726,-0.349198,0.139020,0.474580,-0.375506,0.162143,0.055778,
59,-0.334055,0.438507,1.262028,-0.301724,0.449027,1.015395,-0.229325,0.429681,0.783516,-0.288772,0.313302,0.866910,-0.306441,0.327521,0.499885,-0.359924,0.309788,0.052950,-0.319486,0.060213,1.268192,-0.274756,0.016222,1.027235,-0.255388,0.003762,0.788063,-0.332680,0.147771,0.869732,-0.349219,0.139015,0.474588,-0.375505,0.162147,0.055781,
60,-0.334059,0.438597,1.262106,-0.301702,0.449246,1.015482,-0.229343,0.430033,0.783581,-0.288778,0.313294,0.866912,-0.306459,0.327522,0.499888,-0.359927,0.309790,0.052949,-0.319360,0.060193,1.268278,-0.274545,0.016023,1.027370,-0.255266,0.003591,0.788161,-0.332662,0.147768,0.869740,-0.349225,0.139012,0.474597,-0.375534,0.162214,0.055812,
